SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
107,Male,71,53,18,No,No,Yes,Driveway,NO,400,NZRESTRICTED,H,No,0,0,0,29290,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Mazda,Cx-5,172.5965711,-43.48492963,1567376.936,5185253.265
108,Male,46,28,18,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,23010,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Cruze,172.5850614,-43.49264208,1566450.479,5184392.161
109,Male,19,1,18,No,No,No,Carport,AA Finance,400,NZFULL,F,No,0,0,0,168600,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,BMW,650i,172.571442,-43.49257533,1565349.254,5184393.996
110,Female,26,8,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,12417,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Holden,Barina,172.5989622,-43.50273803,1567579.819,5183276.432
111,Male,41,22,19,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,59200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Kia,Sorento,172.5826535,-43.50057252,1566260.205,5183510.448
112,Female,34,16,18,No,No,Yes,Driveway,AA Finance,400,NZFULL,J,No,2,2,2,18085,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Hyundai,Santa Fe,172.5797303,-43.49829742,1566022.607,5183761.928
113,Male,27,9,18,No,No,No,Driveway,AA Finance,400,NZFULL,C,No,0,0,0,7957,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2006,Skoda,Octavia,172.6128897,-43.49774168,1568703.149,5183836.649
114,Female,39,20,19,No,No,Yes,Carport,NO,400,NZFULL,J,No,4,2,3,41905,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Commodore,174.7031893,-36.90258227,1751742.49,5914579.927
115,Male,53,35,18,No,No,No,Driveway,AA Finance,400,NZFULL,B,No,0,0,0,21285,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Yaris,174.7128698,-36.91079922,1752588.657,5913652.85
116,Male,18,0,18,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,40500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Skoda,Octavia,174.7002928,-36.90920372,1751471.315,5913849.913
117,Male,30,12,18,No,No,Yes,Garage,NO,400,NZFULL,C,No,0,0,0,27700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Hyundai,I30,174.6739761,-36.91895597,1749107.7,5912809.424
118,Female,24,6,18,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,30523,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Holden,Colorado,174.6781236,-36.91881982,1749477.429,5912818.035
119,Female,23,0,23,No,No,Yes,Driveway,NO,400,NZFULL,D,No,0,0,0,40560,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Fortuner,174.7056587,-36.89796583,1751971.672,5915088.168
120,Male,55,36,19,No,No,Yes,Street,AA Finance,400,NZFULL,E,No,0,0,0,14883,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Honda,Accord Euro,174.6936425,-36.91161122,1750874.078,5913593.354
121,Male,41,22,19,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,52493,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Toyota,Landcruiser,174.7090368,-36.92043008,1752228.022,5912590.475
122,Male,32,13,19,No,No,No,Street,NO,400,NZRESTRICTED,F,No,0,0,0,21527,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Mitsubishi,Triton,174.7202068,-36.90763232,1753248.656,5913992.439
123,Female,31,14,17,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,9250,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Honda,Inspire,174.6970098,-36.90094398,1751195.126,5914771.5
124,Male,20,1,19,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,29503,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Grand Vitara,174.6691817,-36.92021448,1748678.165,5912677.285
125,Female,33,15,18,No,No,No,Carport,NO,400,Australian,J,No,2,1,1,14620,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Hyundai,Elantra,172.7143784,-43.50406435,1576910.658,5183167.622
126,Female,38,15,23,No,No,No,Driveway,NO,400,NZRESTRICTED,C,No,0,0,0,10700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2002,Holden,Rodeo,172.686428,-43.40094693,1574608.071,5194611.421
127,Female,31,13,18,No,No,No,Street,NO,400,NZFULL,G,No,0,0,0,31363,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Honda,Crv,172.6959023,-43.48035163,1575407.449,5185795.817
128,Female,42,24,18,No,No,Yes,Garage,NO,400,NZFULL,B,No,1,0,1,39240,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Renault,Master,172.6846248,-43.49507023,1574501.623,5184157.808
129,Male,29,11,18,No,No,Yes,Garage,NO,400,NZFULL,D,No,0,0,0,24443,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Honda,Crv,172.7104731,-43.49660897,1576592.077,5183994.511
130,Female,22,3,19,No,No,Yes,Driveway,NO,400,NZFULL,E,No,0,0,0,13653,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Suzuki,Swift,172.6963643,-43.4324144,1575425.406,5191119.732
131,Male,39,20,19,No,No,No,Garage,NO,400,NZFULL,D,No,4,3,4,62880,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Alfa Romeo,Stelvio,170.4534837,-45.86740397,1402348.761,4917531.14
132,Male,42,23,19,No,No,Yes,Street,NO,400,NZFULL,H,No,0,0,0,79600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Audi,S4,170.4791447,-45.88536617,1404403.504,4915598.771
133,Female,31,13,18,No,No,No,Driveway,NO,400,NZRESTRICTED,H,No,0,0,0,16750,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2006,Mazda,Bt-50,170.4751867,-45.87991372,1404077.227,4916194.831
134,Female,22,5,17,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,27650,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Honda,Civic,170.470628,-45.89451165,1403774.922,4914561.773
135,Female,38,20,18,No,No,Yes,Carport,NO,400,NZFULL,H,No,0,0,0,16213,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Mitsubishi,Triton,170.4895452,-45.88958792,1405225.242,4915155.183
136,Female,35,17,18,No,No,No,Carport,NO,400,NZFULL,J,No,0,0,0,40513,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Honda,Crv,170.4710297,-45.88347485,1403767.199,4915788.966
137,Male,40,22,18,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,37850,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Nissan,Navara St,170.478541,-45.8817817,1404344.073,4915995.53
138,Male,31,13,18,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,31870,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Hyundai,Iload,170.4685446,-45.88096163,1403565.512,4916062.07
139,Male,54,36,18,No,No,No,Street,NO,400,NZFULL,E,No,0,0,0,36283,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mazda,Bt-50,170.4832034,-45.8737255,1404677.609,4916902.011
140,Male,22,0,22,No,No,No,Street,NO,400,NZFULL,D,No,0,0,0,34570,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Toyota,Hiace,170.4620635,-45.86852575,1403018.645,4917427.729
141,Female,22,4,18,No,No,Yes,Driveway,NO,400,NZFULL,A,No,0,0,0,116700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Dodge,Charger,170.4762889,-45.87662243,1404151.185,4916563.205
142,Female,60,40,20,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,29847,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Nissan,Elgrand,170.4869658,-45.89155435,1405032.007,4914930.407
143,Male,34,15,19,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,10847,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Holden,Cruze,174.07568,-39.07632403,1693046,5674202.995
144,Male,23,4,19,No,No,Yes,Carport,NO,400,NZFULL,G,No,0,0,0,108450,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Audi,Q7,174.0758002,-39.07244657,1693061.491,5674633.179
145,Male,32,14,18,No,No,Yes,Garage,NO,400,NZRESTRICTED,C,No,0,0,0,9763,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2004,Mitsubishi,Triton,172.7164732,-43.50115922,1577078.9,5183490.839
146,Female,48,29,19,No,No,No,Carport,AA Finance,400,NZFULL,B,No,0,0,0,31000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Volkswagen,Caddy,172.6889623,-43.49429617,1574851.993,5184245.093
147,Male,21,3,18,No,No,No,H,NO,400,NZLEARNERS,H,No,0,0,0,86600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Audi,S4,172.7151164,-43.48896853,1576964.579,5184844.339
148,Female,18,0,18,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,46240,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Volkswagen,T6,174.0870359,-39.08533598,1694016.343,5673191.19
149,Female,30,9,21,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,8863,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Honda,Stream,172.651853,-43.42288275,1571818.483,5192164.198
150,Female,38,19,19,No,No,No,Carport,NO,400,NZLEARNERS,D,No,0,0,0,34397,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Honda,Civic,172.6954659,-43.42885628,1575351.25,5191514.62
151,Female,27,9,18,No,No,No,Driveway,NO,400,NZFULL,D,No,4,3,3,9107,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Toyota,Yaris,172.5570682,-43.51537635,1564200.546,5181855.67
152,Male,38,20,18,No,No,No,H,NO,400,NZRESTRICTED,J,No,0,0,0,76200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mercedes-Benz,C350,172.5203183,-43.52322988,1561235.302,5180967.001
153,Male,66,48,18,No,No,No,H,NO,400,NZFULL,C,No,0,0,0,31460,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Hilux,172.5532499,-43.5371357,1563904.913,5179437.454
154,Male,17,0,17,No,No,Yes,Carport,AA Finance,400,NZFULL,J,No,0,0,0,23663,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Ford,Ranger,172.5289913,-43.53370205,1561942.782,5179807.979
155,Female,18,0,18,No,No,No,Garage,NO,400,NZFULL,E,No,4,1,3,30000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Nissan,Patrol,172.5467785,-43.51274342,1563367.299,5182143.601
156,Male,41,21,20,No,No,No,Driveway,NO,400,NZFULL,C,No,3,2,2,47550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Honda,Civic,172.5396634,-43.55212162,1562816.405,5177767.146
157,Male,19,0,19,No,No,No,Garage,AA Finance,400,NZFULL,E,No,0,0,0,21377,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Audi,A4,172.5344438,-43.53164826,1562382.065,5180038.55
158,Female,52,33,19,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,57150,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Mercedes-Benz,Sprinter,172.5478142,-43.51892015,1563454.74,5181458.077
159,Male,36,17,19,No,No,No,Garage,NO,400,Australian,A,No,0,0,0,7510,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Ford,Mondeo,172.5363814,-43.54849962,1562549.059,5178167.929
160,Female,53,35,18,No,No,No,Driveway,NO,400,Australian,E,No,0,0,0,37577,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Volvo,S60,172.5413127,-43.5141306,1562926.361,5181987.122
161,Female,43,25,18,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,37497,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Kia,Sorento,172.4673362,-43.55180063,1556973.954,5177767.912
162,Female,47,29,18,No,No,Yes,Garage,NO,400,NZFULL,A,No,0,0,0,9047,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Suzuki,Swift,174.9215074,-36.91622233,1771164.58,5912696.981
163,Male,48,31,17,No,No,No,Garage,AA Finance,400,NZFULL,G,No,0,0,0,8857,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Kia,Soul,174.8966149,-36.92049643,1768937.537,5912267.173
164,Female,27,9,18,No,No,Yes,Garage,NO,400,NZFULL,J,No,3,3,3,20033,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Suzuki,Vitara,174.9144094,-36.9188978,1770526.276,5912412.859
165,Male,31,12,19,No,No,No,Garage,NO,400,NZRESTRICTED,H,No,1,0,1,14137,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Mitsubishi,Grandis,172.7187441,-43.4881784,1577257.615,5184933.086
166,Male,42,23,19,No,No,No,Garage,NO,400,NZRESTRICTED,J,No,0,0,0,30950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Hyundai,I30,172.7236323,-43.49572298,1577655.657,5184096.524
167,Female,41,23,18,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,54770,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Audi,Rs6,172.7112347,-43.48787167,1576650.286,5184965.072
168,Male,30,12,18,No,No,No,Driveway,NO,400,Australian,E,No,0,0,0,10633,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Suzuki,Swift,172.7139335,-43.49834565,1576872.509,5183802.606
169,Male,38,20,18,No,No,Yes,Garage,AA Finance,400,NZFULL,B,No,0,0,0,35000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Toyota,Hilux,172.693195,-43.51583053,1575203.031,5181854.795
170,Female,24,6,18,No,No,No,Street,NO,400,NZLEARNERS,F,No,0,0,0,26200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Honda,Crv,176.8227201,-39.6217471,1928145.423,5607237.131
171,Female,31,11,20,No,No,Yes,Carport,NO,400,NZFULL,H,No,0,0,0,38000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Holden,Captiva,176.7817789,-39.62724508,1924604.299,5606775.691
172,Male,47,30,17,No,No,Yes,Garage,NO,400,NZFULL,E,No,0,0,0,17873,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Nissan,Pathfinder,176.7919325,-39.63211302,1925453.211,5606198.408
173,Female,25,7,18,No,No,No,Street,AA Finance,400,NZFULL,C,No,0,0,0,30363,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mazda,Bt-50,174.8699703,-41.08595535,1757066.733,5450016.238
174,Male,33,13,20,No,No,No,Street,NO,400,NZFULL,H,No,0,0,0,35400,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Ford,Tourneo Custom,174.8695236,-41.09909605,1756997.912,5448558.17
175,Male,51,31,20,No,No,Yes,Driveway,NO,400,NZFULL,G,No,0,0,0,15803,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Suzuki,Swift,174.8630597,-41.07543868,1756511.21,5451196.222
176,Male,22,4,18,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,10113,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Honda,Jazz,174.87411,-41.08983138,1757405.207,5449578.454
177,Male,23,5,18,No,No,No,Street,NO,400,NZFULL,D,No,0,0,0,10177,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Mitsubishi,Galant,174.8673778,-41.06556182,1756897.469,5452284.979
178,Female,28,10,18,No,No,No,Garage,AA Finance,400,NZRESTRICTED,F,No,3,0,1,11563,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Holden,Cruze,174.8650394,-41.08142087,1756663.318,5450528.528
179,Female,25,6,19,No,No,No,Garage,NO,400,NZRESTRICTED,J,No,0,0,0,36000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mitsubishi,Triton,174.8782042,-41.08989132,1757748.95,5449564.396
180,Female,35,16,19,No,No,Yes,Driveway,NO,400,NZFULL,G,No,1,0,0,17677,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2006,Holden,Crewman,174.8581988,-41.071088,1756113.133,5451687.947
181,Female,47,29,18,No,No,Yes,Garage,NO,400,NZFULL,J,No,0,0,0,22690,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,Sonata,174.8695821,-41.08969527,1757025.217,5449601.734
182,Male,24,4,20,No,No,No,Street,NO,400,Australian,C,No,0,0,0,14883,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Mazda,Mazda6,172.5869444,-43.46414255,1566587.026,5187558.013
183,Female,35,18,17,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,123300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Audi,A8,172.5723534,-43.48477457,1565418.494,5185260.711
184,Female,54,36,18,No,No,No,Garage,NO,400,NZLEARNERS,B,No,2,2,2,23910,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Kia,Sorento,172.627768,-43.47724173,1569895.842,5186118.817
185,Male,59,40,19,No,No,Yes,Driveway,NO,400,NZFULL,J,No,0,0,0,19980,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Hyundai,Santa Fe,172.5797722,-43.47971723,1566015.579,5185825.423
186,Male,17,0,17,No,No,Yes,Driveway,NO,400,NZFULL,B,No,4,2,3,21400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Toyota,86,172.6234641,-43.4778571,1569548.074,5186048.911
187,Female,26,8,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,13653,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2004,Toyota,Hilux,172.6312406,-43.44957592,1570163.085,5189192.562
188,Male,23,4,19,No,No,Yes,Carport,NO,400,NZFULL,H,No,0,0,0,27593,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Kia,Carnival,172.5940262,-43.47895285,1567167.908,5185916.033
189,Female,44,26,18,No,No,No,Street,NO,400,NZLEARNERS,H,No,0,0,0,10557,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Suzuki,Swift,172.6177398,-43.46335882,1569077.737,5187656.946
190,Female,34,15,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,33000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Hyundai,I30,172.6326461,-43.5684396,1570335.077,5175992.261
191,Female,54,32,22,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,16970,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Toyota,Aurion,172.673138,-43.56257388,1573602.359,5176657.357
192,Male,50,32,18,No,No,Yes,Driveway,NO,400,NZFULL,F,No,0,0,0,25670,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Suzuki,Vitara,172.6584686,-43.56693958,1572419.638,5176167.743
193,Male,33,14,19,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,18217,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Toyota,Corolla,172.6688868,-43.55833472,1573257.154,5177126.797
194,Male,54,31,23,No,No,Yes,Carport,AA Finance,400,NZFULL,A,No,3,2,3,35800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Mazda,Cx-3,172.6486053,-43.56663127,1571622.982,5176198.664
195,Male,24,6,18,No,No,No,Carport,NO,400,NZLEARNERS,J,No,0,0,0,19200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Volkswagen,Crafter,172.6619989,-43.56595507,1572704.283,5176278.247
196,Male,56,29,27,No,No,No,Garage,NO,400,NZFULL,G,No,3,3,3,58480,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Alfa Romeo,Giulia,172.7032573,-43.57508287,1576039.779,5175277.238
197,Male,19,3,16,No,No,No,Driveway,AA Finance,400,NZRESTRICTED,F,No,0,0,0,34950,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Mazda,Mx-5,172.6543434,-43.55987777,1572083.246,5176950.646
198,Female,28,6,22,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,43667,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Volvo,V40,172.6367743,-43.57784512,1570673.006,5174949.152
199,Male,44,27,17,No,No,No,Carport,NO,400,NZFULL,F,No,2,0,2,57130,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Mercedes-Benz,Sprinter,172.6495575,-43.56175617,1571697.595,5176740.415
200,Female,32,8,24,No,No,No,Driveway,NO,400,NZLEARNERS,H,No,0,0,0,43400,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Mitsubishi,Outlander,172.6378359,-43.57179027,1570755.79,5175621.976
201,Male,26,7,19,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,24053,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Honda,Civic,172.6533303,-43.57079898,1572006.482,5175737.403
202,Male,23,1,22,No,No,Yes,Street,NO,400,NZFULL,A,No,3,3,3,14410,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2004,Land Rover,Discovery,172.701083,-43.60601157,1575876.573,5171841.671
203,Male,62,44,18,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,12530,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Hyundai,I30,172.71608,-43.6003241,1577084.714,5172477.568
204,Female,24,5,19,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,25843,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mitsubishi,Triton,172.6905404,-43.6027537,1575024.408,5172200.375
205,Female,65,47,18,No,No,No,Garage,NO,400,NZFULL,G,No,4,2,4,14317,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,Accent,172.7029264,-43.38793707,1575938.906,5196061.137
206,Female,20,1,19,No,No,No,Driveway,NO,400,Australian,H,No,0,0,0,23617,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2006,Toyota,Hiace,172.7024287,-43.3746053,1575893.314,5197541.564
207,Male,47,28,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,97125,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Landcruiser,172.6427599,-43.39166432,1571067.567,5195628.089
208,Female,27,1,26,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,8703,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Suzuki,Swift,172.6692004,-43.36811242,1573198.58,5198252.497
209,Male,31,13,18,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,15543,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Audi,A4,172.6522004,-43.37470638,1571824.29,5197514.6
210,Male,23,3,20,No,No,No,Driveway,NO,400,NZRESTRICTED,D,No,0,0,0,19747,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Mazda,Cx-5,174.8787212,-37.04806627,1767064.225,5898144.911
211,Male,37,15,22,No,No,Yes,Carport,AA Finance,400,NZFULL,J,No,0,0,0,33400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Volkswagen,Golf,174.8758003,-37.05112292,1766797.768,5897810.904
212,Male,55,35,20,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,23350,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ssangyong,Korando,174.8669317,-37.0460329,1766020.177,5898391.17
213,Female,45,27,18,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,40447,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Ford,Transit Custom,174.8657097,-37.02901153,1765948.553,5900281.828
214,Female,53,34,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,34347,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ford,Falcon,174.894037,-37.04661225,1768429.524,5898279.208
